Record_ID,MunicipalityName,PRNAME,PRUID,CSDNAME,CSDUID,ERNAME,ERUID,CMANAME,CMAUID,FacilityType,MainCommodities,Additonal Information,Longitude,Latitude,Comments,Sourceofdataentry
1100027,Summerside,Prince Edward Island / Île-du-Prince-Édouard,11,Lot 17,1103019,Prince Edward Island / Île-du-Prince-Édouard,1110,Summerside,110,Commercial/Leisure,"Fertilizer, gravel, limestone, agriculture, fish","https://portofsummerside.com/
https://shipnext.com/port/summerside-casum-can",-63.79022222,46.38811111,,Internal Transport Canada Research
1200001,Abbotts Habour,Nova Scotia / Nouvelle-Écosse,12,Argyle,1202001,Southern / Sud,1240,,,,,,-65.82422294,43.66389369,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200002,Advocate Harbour,Nova Scotia / Nouvelle-Écosse,12,"Cumberland, Subd. A",1211001,North Shore / Côte-nord,1220,,,,,,-64.77567743,45.33226172,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200003,Annapolis Royal,Nova Scotia / Nouvelle-Écosse,12,"Annapolis, Subd. D",1205001,Annapolis Valley,1230,,,,,,-65.01805556,44.74613889,,Appendix B of 1995 National Marine Policy Report
1200004,Apple River,Nova Scotia / Nouvelle-Écosse,12,"Cumberland, Subd. A",1211001,North Shore / Côte-nord,1220,,,,,,-64.82849037,45.47276276,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200005,Aspotogan,Nova Scotia / Nouvelle-Écosse,12,Chester,1206009,Southern / Sud,1240,,,,,,-64.04247361,44.51589757,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200006,Barrington,Nova Scotia / Nouvelle-Écosse,12,Barrington,1201001,Southern / Sud,1240,,,,,,-65.58532846,43.5580811,"Slab of land potentially used for unloading cargo with transport roads attached; no dock in water
Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report",Appendix D of 1995 National Marine Policy Report
1200007,Bay St. Lawrence,Nova Scotia / Nouvelle-Écosse,12,"Victoria, Subd. A",1218006,Cape Breton,1210,,,,,,-60.46497355,47.00028922,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200008,Bayfield,Nova Scotia / Nouvelle-Écosse,12,"Antigonish, Subd. B",1214006,North Shore / Côte-nord,1220,,,,,,-61.75421909,45.64560843,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200009,Bear River,Nova Scotia / Nouvelle-Écosse,12,"Annapolis, Subd. A",1205004,Annapolis Valley,1230,,,,,,-65.64054059,44.57732496,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200010,Big Bras d'Or,Nova Scotia / Nouvelle-Écosse,12,"Victoria, Subd. B",1218001,Cape Breton,1210,,,,,,-60.42474997,46.28144225,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200011,Big Harbour,Nova Scotia / Nouvelle-Écosse,12,"Victoria, Subd. B",1218001,Cape Breton,1210,,,,,,-60.59862915,46.14832779,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200012,Big Pond,Nova Scotia / Nouvelle-Écosse,12,Cape Breton,1217030,Cape Breton,1210,Cape Breton,225,,,,-60.53833477,45.90983343,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200013,Brooklyn,Nova Scotia / Nouvelle-Écosse,12,Queens,1204010,Southern / Sud,1240,,,,,,-64.69374606,44.04832922,,Appendix B of 1995 National Marine Policy Report
1200014,Canso Municipality,Nova Scotia / Nouvelle-Écosse,12,Guysborough,1213004,North Shore / Côte-nord,1220,,,,,,-60.99687509,45.33829038,"Canso municipality (not the Straight of Canso) was used for this geocode; referred to as Cape Canso in Appendix D of 1995 National Marine Policy Report
Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report",Appendix D of 1995 National Marine Policy Report
1200015,Chéticamp,Nova Scotia / Nouvelle-Écosse,12,"Inverness, Subd. A",1215011,Cape Breton,1210,,,,,,-61.010138,46.63622717,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200016,Clarks Habour,Nova Scotia / Nouvelle-Écosse,12,Barrington,1201001,Southern / Sud,1240,,,,,,-65.63524337,43.4428748,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200017,Clementsport,Nova Scotia / Nouvelle-Écosse,12,"Annapolis, Subd. A",1205004,Annapolis Valley,1230,,,,,,-65.63708881,44.65704739,"No port found at Clementsport, but one found close by at Cornwallis Park 44.6570473940808, -65.63708881141353 
Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report",Appendix D of 1995 National Marine Policy Report
1200018,Dayspring,Nova Scotia / Nouvelle-Écosse,12,Lunenburg,1206001,Southern / Sud,1240,,,,,,-64.13402778,44.36938889,,Appendix B of 1995 National Marine Policy Report
1200019,D'Escousse Harbour,Nova Scotia / Nouvelle-Écosse,12,"Richmond, Subd. C",1216001,Cape Breton,1210,,,,,,-60.96192074,45.58879778,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200020,East Bay,Nova Scotia / Nouvelle-Écosse,12,Cape Breton,1217030,Cape Breton,1210,Cape Breton,225,,,,-60.40478735,46.01252007,"Slab of land/sandbar identified for boat launches at East Bay
Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report",Appendix D of 1995 National Marine Policy Report
1200021,Eastern Passage,Nova Scotia / Nouvelle-Écosse,12,Halifax,1209034,Halifax,1250,Halifax,205,,,,-63.05238889,44.63297222,,Appendix B of 1995 National Marine Policy Report
1200022,Fourchu,Nova Scotia / Nouvelle-Écosse,12,"Richmond, Subd. B",1216011,Cape Breton,1210,,,,,,-60.2546657,45.71732744,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200023,Freeport,Nova Scotia / Nouvelle-Écosse,12,Digby,1203004,Southern / Sud,1240,,,,,,-66.33539031,44.27451549,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200024,Gabarus,Nova Scotia / Nouvelle-Écosse,12,Cape Breton,1217030,Cape Breton,1210,Cape Breton,225,,,,-60.13900317,45.83917005,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200025,Glace Bay,Nova Scotia / Nouvelle-Écosse,12,Cape Breton,1217030,Cape Breton,1210,Cape Breton,225,,,,-59.94763369,46.19880803,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200026,Guysborough,Nova Scotia / Nouvelle-Écosse,12,Guysborough,1213004,North Shore / Côte-nord,1220,,,,,,-61.50346723,45.40011254,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200027,Hantsport,Nova Scotia / Nouvelle-Écosse,12,West Hants,1208001,Annapolis Valley,1230,,,,,"This port was formally closed in 2011. More research needs to be conducted to determine whether any operations have resumed.
https://www.cbc.ca/news/canada/nova-scotia/fundy-gypsum-mine-closes-permanently-1.1030786",-64.17014754,45.06615254,,Appendix B of 1995 National Marine Policy Report
1200028,Ingram River,Nova Scotia / Nouvelle-Écosse,12,Halifax,1209034,Halifax,1250,Halifax,205,,,,-63.9667035,44.67265961,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200029,Isaacs Habour,Nova Scotia / Nouvelle-Écosse,12,Guysborough,1213004,North Shore / Côte-nord,1220,,,,,,-61.65624877,45.17616207,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200030,Kelleys Cove,Nova Scotia / Nouvelle-Écosse,12,Yarmouth,1202004,Southern / Sud,1240,,,,,,-66.12996959,43.7836256,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200031,L'Ardoise,Nova Scotia / Nouvelle-Écosse,12,"Richmond, Subd. B",1216011,Cape Breton,1210,,,,,,-60.77497137,45.60344205,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200032,Lingan,Nova Scotia / Nouvelle-Écosse,12,Cape Breton,1217030,Cape Breton,1210,Cape Breton,225,,,,-60.04499769,46.22916419,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200033,Liscomb,Nova Scotia / Nouvelle-Écosse,12,St. Mary's,1213001,North Shore / Côte-nord,1220,,,,,,-61.99652401,45.02426913,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200034,Little Bras d'Or,Nova Scotia / Nouvelle-Écosse,12,Cape Breton,1217030,Cape Breton,1210,Cape Breton,225,,,,-60.119,46.24575,,Appendix B of 1995 National Marine Policy Report
1200035,Mabou,Nova Scotia / Nouvelle-Écosse,12,"Inverness, Subd. B",1215006,Cape Breton,1210,,,,,,-61.41124959,46.08213802,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200036,Mahone Bay,Nova Scotia / Nouvelle-Écosse,12,Mahone Bay,1206008,Southern / Sud,1240,,,,,,-64.3758294,44.44867071,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200037,Main-à-Dieu,Nova Scotia / Nouvelle-Écosse,12,Cape Breton,1217030,Cape Breton,1210,Cape Breton,225,,,,-59.83960326,46.00599273,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200038,Margaree,Nova Scotia / Nouvelle-Écosse,12,"Inverness, Subd. A",1215011,Cape Breton,1210,,,,,,-61.077928,46.398531,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200039,Margaretsville,Nova Scotia / Nouvelle-Écosse,12,"Annapolis, Subd. C",1205014,Annapolis Valley,1230,,,,,,-65.06345745,45.04897082,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200040,Marie Joseph,Nova Scotia / Nouvelle-Écosse,12,St. Mary's,1213001,North Shore / Côte-nord,1220,,,,,,-62.07909386,44.96656618,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200041,McKinnons Habour,Nova Scotia / Nouvelle-Écosse,12,"Victoria, Subd. B",1218001,Cape Breton,1210,,,,,,-60.92165199,45.92701685,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200042,McNairs Cove,Nova Scotia / Nouvelle-Écosse,12,Guysborough,1213004,North Shore / Côte-nord,1220,,,,,,-61.39020899,45.61494218,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200043,Merigomish,Nova Scotia / Nouvelle-Écosse,12,"Pictou, Subd. C",1212011,North Shore / Côte-nord,1220,New Glasgow,220,,,,-62.42162911,45.63716827,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200044,Meteghan River,Nova Scotia / Nouvelle-Écosse,12,Clare,1203001,Southern / Sud,1240,,,,,,-66.16749767,44.19469999,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200045,Neils Harbour,Nova Scotia / Nouvelle-Écosse,12,"Victoria, Subd. A",1218006,Cape Breton,1210,,,,,,-60.32113713,46.80747874,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200046,New Haven,Nova Scotia / Nouvelle-Écosse,12,"Victoria, Subd. A",1218006,Cape Breton,1210,,,,,,-60.32104478,46.82083206,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200047,Noel,Nova Scotia / Nouvelle-Écosse,12,East Hants,1208008,Annapolis Valley,1230,,,,,,-63.74907005,45.30286234,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200048,North Sydney,Nova Scotia / Nouvelle-Écosse,12,Cape Breton,1217030,Cape Breton,1210,Cape Breton,225,,,,-60.06875,46.20805556,,Appendix B of 1995 National Marine Policy Report
1200049,Northport,Nova Scotia / Nouvelle-Écosse,12,"Cumberland, Subd. C",1211009,North Shore / Côte-nord,1220,,,,,,-63.86663508,45.93425931,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200050,Northwest Cove,Nova Scotia / Nouvelle-Écosse,12,Chester,1206009,Southern / Sud,1240,,,,,,-64.02444745,44.53395231,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200051,Orangedale,Nova Scotia / Nouvelle-Écosse,12,"Inverness, Subd. C",1215001,Cape Breton,1210,,,,,,-61.08886603,45.9010552,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200052,Parrsboro,Nova Scotia / Nouvelle-Écosse,12,"Cumberland, Subd. B",1211006,North Shore / Côte-nord,1220,,,,,,-64.15177778,45.39,,Appendix B of 1995 National Marine Policy Report
1200053,Petit-de-Grat,Nova Scotia / Nouvelle-Écosse,12,"Richmond, Subd. C",1216001,Cape Breton,1210,,,,,,-60.95590425,45.50818975,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200054,Petite Rivière,Nova Scotia / Nouvelle-Écosse,12,Lunenburg,1206001,Southern / Sud,1240,,,,,,-64.44350051,44.23375376,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200055,Plaster Cove,Nova Scotia / Nouvelle-Écosse,12,"Victoria, Subd. B",1218001,Cape Breton,1210,,,,,,-60.80240114,45.96283651,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200056,Port Greville,Nova Scotia / Nouvelle-Écosse,12,"Cumberland, Subd. A",1211001,North Shore / Côte-nord,1220,,,,,,-64.54832373,45.40586689,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200057,Port Hood,Nova Scotia / Nouvelle-Écosse,12,"Inverness, Subd. B",1215006,Cape Breton,1210,,,,,,-61.54109499,46.01747482,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200058,Port La Tour,Nova Scotia / Nouvelle-Écosse,12,Barrington,1201001,Southern / Sud,1240,,,,,,-65.47015143,43.5054022,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200059,Port Lorne,Nova Scotia / Nouvelle-Écosse,12,"Annapolis, Subd. B",1205009,Annapolis Valley,1230,,,,,,-65.26514361,44.9487992,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200060,Port Maitland,Nova Scotia / Nouvelle-Écosse,12,Yarmouth,1202004,Southern / Sud,1240,,,,,,-66.15865961,43.98534897,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200061,Port Medway,Nova Scotia / Nouvelle-Écosse,12,Queens,1204010,Southern / Sud,1240,,,,,,-64.57651189,44.13226445,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200062,Port Mouton,Nova Scotia / Nouvelle-Écosse,12,Queens,1204010,Southern / Sud,1240,,,,,,-64.84410353,43.91842967,,Appendix B of 1995 National Marine Policy Report
1200063,Port Williams,Nova Scotia / Nouvelle-Écosse,12,West Hants,1208001,Annapolis Valley,1230,,,,,,-64.06736111,45.09616667,,Appendix B of 1995 National Marine Policy Report
1200064,River Bourgeois,Nova Scotia / Nouvelle-Écosse,12,"Richmond, Subd. A",1216006,Cape Breton,1210,,,,,,-60.96485513,45.6372243,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200065,River John,Nova Scotia / Nouvelle-Écosse,12,"Pictou, Subd. A",1212001,North Shore / Côte-nord,1220,,,,,,-63.05779535,45.75145372,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200066,Riverport,Nova Scotia / Nouvelle-Écosse,12,Lunenburg,1206001,Southern / Sud,1240,,,,,,-64.34544087,44.28887969,,Appendix B of 1995 National Marine Policy Report
1200067,Sambro,Nova Scotia / Nouvelle-Écosse,12,Halifax,1209034,Halifax,1250,Halifax,205,,,,-63.59907999,44.47738587,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200068,Shad Bay,Nova Scotia / Nouvelle-Écosse,12,Halifax,1209034,Halifax,1250,Halifax,205,,,,-63.79042979,44.52329992,,Appendix B of 1995 National Marine Policy Report
1200069,Sheet Harbour,Nova Scotia / Nouvelle-Écosse,12,St. Mary's,1213001,North Shore / Côte-nord,1220,,,,,,-62.01711111,44.91513889,,Appendix B of 1995 National Marine Policy Report
1200070,Sherose,Nova Scotia / Nouvelle-Écosse,12,Barrington,1201001,Southern / Sud,1240,,,,,,-65.60112617,43.53271231,,Appendix B of 1995 National Marine Policy Report
1200071,Ship Habour,Nova Scotia / Nouvelle-Écosse,12,Halifax,1209034,Halifax,1250,Halifax,205,,,,-62.86566866,44.80401448,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200072,South Bay Ingonish,Nova Scotia / Nouvelle-Écosse,12,"Victoria, Subd. A",1218006,Cape Breton,1210,,,,,,-60.4040298,46.6369015,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200073,Spencers Island,Nova Scotia / Nouvelle-Écosse,12,"Cumberland, Subd. A",1211001,North Shore / Côte-nord,1220,,,,,,-64.70738743,45.35436859,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200074,St. Anns Bay,Nova Scotia / Nouvelle-Écosse,12,"Victoria, Subd. B",1218001,Cape Breton,1210,,,,,,-60.61365447,46.21468919,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200075,St. Margarets Bay,Nova Scotia / Nouvelle-Écosse,12,Halifax,1209034,Halifax,1250,Halifax,205,,,,-64.05786378,44.63799232,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200076,St. Marys River,Nova Scotia / Nouvelle-Écosse,12,St. Mary's,1213001,North Shore / Côte-nord,1220,,,,,,-61.90501081,45.05751458,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200077,St. Peter's,Nova Scotia / Nouvelle-Écosse,12,"Richmond, Subd. A",1216006,Cape Breton,1210,,,,,,-60.87661443,45.66218979,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200078,Tatamagouche (McNabs Bay),Nova Scotia / Nouvelle-Écosse,12,"Cumberland, Subd. D",1211014,North Shore / Côte-nord,1220,,,,,,-63.35126679,45.76307866,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200079,Tennycape,Nova Scotia / Nouvelle-Écosse,12,East Hants,1208008,Annapolis Valley,1230,,,,,,-63.87362621,45.268656,"Slab of land found on Tennecape Wharf Rd
Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report",Appendix D of 1995 National Marine Policy Report
1200080,Tidnish,Nova Scotia / Nouvelle-Écosse,12,"Cumberland, Subd. C",1211009,North Shore / Côte-nord,1220,,,,,,-64.03609579,45.99957036,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200081,Tiverton,Nova Scotia / Nouvelle-Écosse,12,Clare,1203001,Southern / Sud,1240,,,,,,-66.03475,44.39683333,,Appendix B of 1995 National Marine Policy Report
1200082,Tor Bay,Nova Scotia / Nouvelle-Écosse,12,Guysborough,1213004,North Shore / Côte-nord,1220,,,,,,-61.35553762,45.19292218,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200083,Tusket,Nova Scotia / Nouvelle-Écosse,12,Argyle,1202001,Southern / Sud,1240,,,,,,-65.9778617,43.85826783,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200084,Wallace,Nova Scotia / Nouvelle-Écosse,12,"Cumberland, Subd. D",1211014,North Shore / Côte-nord,1220,,,,,,-63.47410089,45.81543784,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200085,Walton,Nova Scotia / Nouvelle-Écosse,12,East Hants,1208008,Annapolis Valley,1230,,,,,,-64.00272222,45.23238889,,Appendix B of 1995 National Marine Policy Report
1200086,West Arichat,Nova Scotia / Nouvelle-Écosse,12,"Richmond, Subd. C",1216001,Cape Breton,1210,,,,,,-61.08334738,45.5143449,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200087,Westport,Nova Scotia / Nouvelle-Écosse,12,Digby,1203004,Southern / Sud,1240,,,,,,-66.34770613,44.2654002,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200088,Whitehaven (Whitehead),Nova Scotia / Nouvelle-Écosse,12,Guysborough,1213004,North Shore / Côte-nord,1220,,,,,,-61.17797678,45.22401181,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200089,Whycocomagh,Nova Scotia / Nouvelle-Écosse,12,"Inverness, Subd. B",1215006,Cape Breton,1210,,,,,,-61.11214852,45.96808993,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200090,Woods Habour,Nova Scotia / Nouvelle-Écosse,12,Barrington,1201001,Southern / Sud,1240,,,,,,-65.73687514,43.54304049,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
1200091,Arichat,Nova Scotia / Nouvelle-Écosse,12,"Richmond, Subd. C",1216001,Cape Breton,1210,,,Commercial/Leisure,Fish,https://shipnext.com/port/arichat-caari-can,-61.01837881,45.51042165,,Internal Transport Canada Research
1200092,Baddeck,Nova Scotia / Nouvelle-Écosse,12,"Victoria, Subd. B",1218001,Cape Breton,1210,,,Commercial/Leisure,N/A,https://www.baddeckharbour.ca/,-60.74827862,46.09989276,,Internal Transport Canada Research
1200093,Bridgewater,Nova Scotia / Nouvelle-Écosse,12,Bridgewater,1206004,Southern / Sud,1240,,,Commercial,"Lumber, fish, fuel, general cargo",https://shipnext.com/port/bridgewater-cabrw-can,-64.50543662,44.37154505,,Internal Transport Canada Research
1200094,Digby,Nova Scotia / Nouvelle-Écosse,12,Digby,1203006,Southern / Sud,1240,,,Commercial/Leisure,Fish ,"https://www.portofdigby.ca/
https://shipnext.com/port/digby-cadig-can",-65.7540173,44.62658334,,Internal Transport Canada Research
1200095,Dingwall,Nova Scotia / Nouvelle-Écosse,12,"Victoria, Subd. A",1218006,Cape Breton,1210,,,Commercial/Leisure,Fish ,https://cruising-cape-breton.info/charts/Dingwall.pdf,-60.45959034,46.90275916,,Internal Transport Canada Research
1200096,La Have,Nova Scotia / Nouvelle-Écosse,12,Lunenburg,1206001,Southern / Sud,1240,,,Commercial/Leisure,Break bulk,https://shipnext.com/port/la-have-calha-can,-64.35838716,44.2952634,,Internal Transport Canada Research
1200097,Little Narrows,Nova Scotia / Nouvelle-Écosse,12,"Victoria, Subd. B",1218001,Cape Breton,1210,,,Commercial/Leisure,Gypsum,https://shipnext.com/port/little-narrows-calin-can,-60.95859973,46.00175426,,Internal Transport Canada Research
1200098,Liverpool,Nova Scotia / Nouvelle-Écosse,12,Queens,1204010,Southern / Sud,1240,,,Commercial/Leisure,N/A,"https://shipnext.com/port/liverpool-caliv-can
https://www.regionofqueens.com/business/investment/infrastructure/ports",-64.7137055,44.04148917,,Internal Transport Canada Research
1200099,Lockeport,Nova Scotia / Nouvelle-Écosse,12,Lockeport,1201009,Southern / Sud,1240,,,Commercial/Leisure,Fish,https://shipnext.com/port/lockeport-calcp-can,-65.11190192,43.69997773,,Internal Transport Canada Research
1200100,Louisbourg,Nova Scotia / Nouvelle-Écosse,12,Cape Breton,1217030,Cape Breton,1210,Cape Breton,225,Commercial/Leisure,"Forest products, fish, general cargo",https://shipnext.com/port/louisbourg-calou-can,-59.97109447,45.91828076,,Internal Transport Canada Research
1200101,Lunenburg,Nova Scotia / Nouvelle-Écosse,12,Lunenburg,1206001,Southern / Sud,1240,,,Commercial/Leisure,"Fish, coal, oil, general cargo",https://shipnext.com/port/lunenburg-calun-can,-64.3087915,44.37289742,,Internal Transport Canada Research
1200102,Meteghan,Nova Scotia / Nouvelle-Écosse,12,Clare,1203001,Southern / Sud,1240,,,Commercial/Leisure,Fish,"https://shipnext.com/port/meteghan-camet-can
https://www.baiesaintemarie.com/a-voir-et-a-faire/attractions-populaires/quai-de-meteghan",-66.16654345,44.19366737,,Internal Transport Canada Research
1200103,Mulgrave,Nova Scotia / Nouvelle-Écosse,12,Mulgrave,1213008,North Shore / Côte-nord,1220,,,Commercial,"Fish, pulpwood, lumber, coal",https://shipnext.com/port/mulgrave-camul-can,-61.38855619,45.60699806,,Internal Transport Canada Research
1200104,Pictou Harbour,Nova Scotia / Nouvelle-Écosse,12,Pictou,1212004,North Shore / Côte-nord,1220,,,Commercial/Leisure,General cargo,"http://www.pictoumarineterminals.com/
https://shipnext.com/port/pictou-capto-can",-62.70555847,45.67452777,,Internal Transport Canada Research
1200105,Pugwash,Nova Scotia / Nouvelle-Écosse,12,"Cumberland, Subd. D",1211014,North Shore / Côte-nord,1220,,,Commercial,"Salt, pulpwood","https://shipnext.com/port/pugwash-capug-can
http://www.pugwashvillage.com/index.php/living-in-pugwash/industry",-63.65757473,45.8439636,,Internal Transport Canada Research
1200106,Shelburne,Nova Scotia / Nouvelle-Écosse,12,Shelburne,1201008,Southern / Sud,1240,,,Commercial/Leisure,"Forest products, fish","https://www.portshelburne.com/
https://shipnext.com/port/shelburne-casbu-can",-65.31970743,43.75586514,,Internal Transport Canada Research
