Record_ID,MunicipalityName,PRNAME,PRUID,CSDNAME,CSDUID,ERNAME,ERUID,CMANAME,CMAUID,FacilityType,MainCommodities,Additonal Information,Longitude,Latitude,Comments,Sourceofdataentry
5900111,Tofino,British Columbia / Colombie-Britannique,59,Tofino,5923025,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-125.8985556,49.15255556,,Appendix B of 1995 National Marine Policy Report
5900112,Ucluelet,British Columbia / Colombie-Britannique,59,Ucluelet,5923019,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-125.5506944,48.94680556,,Appendix B of 1995 National Marine Policy Report
5900113,Vanada Cove ,British Columbia / Colombie-Britannique,59,Sunshine Coast A,5929018,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,,,,,,-124.00925,49.75327778,,Appendix B of 1995 National Marine Policy Report
5900114,Vaucroft Beach,British Columbia / Colombie-Britannique,59,Sunshine Coast B,5929022,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,,,,,,-123.9950833,49.50602778,,Appendix B of 1995 National Marine Policy Report
5900115,Vesuvius Bay,British Columbia / Colombie-Britannique,59,Saltspring Island,5917027,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,Leisure,N/A,https://saltspringharbours.com/vesuvius-bay/,-123.5724172,48.88152563,,Internal Transport Canada Research
5900116,Victoria,British Columbia / Colombie-Britannique,59,Victoria,5917034,Vancouver Island and Coast / Île de Vancouver et la côte,5910,Victoria,935,Commercial/Leisure,"Forestry products, fish ","https://gvha.ca/
https://shipnext.com/port/victoria-cavic-can",-123.3728404,48.42456638,,Internal Transport Canada Research
5900117,Whaletown,British Columbia / Colombie-Britannique,59,Strathcona B,5924052,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-125.0225833,50.09944444,,Appendix B of 1995 National Marine Policy Report
5900118,Zeballos,British Columbia / Colombie-Britannique,59,Zeballos,5924029,Vancouver Island and Coast / Île de Vancouver et la côte,5910,,,,,,-126.8446944,49.97772222,,Appendix B of 1995 National Marine Policy Report
6100001,Aklavik,Northwest Territories / Territoires du Nord-Ouest,61,Aklavik,6101025,Northwest Territories / Territoires du Nord-Ouest,6110,,,Commercial,N/A,https://www.inf.gov.nt.ca/en/services/marine-transportation-services/2020-sailing-schedule-and-final-cargo-acceptance-dates,-135.0102276,68.2216985,,Internal Transport Canada Research
6100003,Clyde River,Nunavut,62,Clyde River,6204015,Nunavut,6210,,,,,,-68.59401988,70.46809537,,Appendix B of 1995 National Marine Policy Report
6100004,Coppermine,Nunavut,62,Kugluktuk,6208059,Nunavut,6210,,,,,,-115.134511,67.82503996,"Scheduled for transfer to Department of Fisheries and Oceans as of 1995
Remote Port as per Appendix C of 1995 National Marine Policy Report",Appendix C of 1995 National Marine Policy Report
6100005,Fort Franklin,Northwest Territories / Territoires du Nord-Ouest,61,Déline,6102003,Northwest Territories / Territoires du Nord-Ouest,6110,,,,,,-123.4223056,65.18444444,,Appendix C of 1995 National Marine Policy Report
6100006,Fort Norman,Northwest Territories / Territoires du Nord-Ouest,61,Tulita,6102005,Northwest Territories / Territoires du Nord-Ouest,6110,,,,,,-125.5778889,64.89925,,Appendix C of 1995 National Marine Policy Report
6100007,Fort Resolution,Northwest Territories / Territoires du Nord-Ouest,61,Fort Resolution,6105018,Northwest Territories / Territoires du Nord-Ouest,6110,,,,,,-113.6761485,61.16540341,,Appendix B of 1995 National Marine Policy Report
6100008,Fort Simpson,Northwest Territories / Territoires du Nord-Ouest,61,Fort Simpson,6104038,Northwest Territories / Territoires du Nord-Ouest,6110,,,,,,-121.3264444,61.84525,,Appendix B of 1995 National Marine Policy Report
6100009,Fort Smith (Bell Rock)  ,Northwest Territories / Territoires du Nord-Ouest,61,Fort Smith,6105001,Northwest Territories / Territoires du Nord-Ouest,6110,,,,,,-111.8903617,60.01613909,Slab of land potentially used for unloading cargo with transport roads attached; no dock in water,Appendix B of 1995 National Marine Policy Report
6100010,Hall Beach,Nunavut,62,Hall Beach,6204011,Nunavut,6210,,,,,,-81.21140091,68.76344486,Slab of land visible along the coast of the settlement,Appendix B of 1995 National Marine Policy Report
6100011,Hay River,Northwest Territories / Territoires du Nord-Ouest,61,Hay River,6105016,Northwest Territories / Territoires du Nord-Ouest,6110,,,,,,-115.7331667,60.85938889,,Appendix B of 1995 National Marine Policy Report
6100012,Igloolik,Nunavut,62,"Baffin, Unorganized",6204030,Nunavut,6210,,,,,,-81.11841667,69.37613889,,Appendix B of 1995 National Marine Policy Report
6100013,Iqaluit (Frobisher Bay),Nunavut,62,Iqaluit,6204003,Nunavut,6210,,,,,,-68.5130877,63.74057805,Sites to be Deproclaimed as per Appendix D of 1995 National Marine Policy Report,Appendix D of 1995 National Marine Policy Report
6100014,Jean Marie River,Northwest Territories / Territoires du Nord-Ouest,61,Jean Marie River,6104013,Northwest Territories / Territoires du Nord-Ouest,6110,,,,,,-120.6236389,61.52683333,,Appendix B of 1995 National Marine Policy Report
6100015,Kasho Got'ine/Fort Good Hope,Northwest Territories / Territoires du Nord-Ouest,61,Fort Good Hope,6102009,Northwest Territories / Territoires du Nord-Ouest,6110,,,Commercial,N/A,https://www.inf.gov.nt.ca/en/services/marine-transportation-services/2020-sailing-schedule-and-final-cargo-acceptance-dates,-128.6386141,66.25507919,,Internal Transport Canada Research
6100016,?utselk?e,Northwest Territories / Territoires du Nord-Ouest,61,Lutselk'e,6105020,Northwest Territories / Territoires du Nord-Ouest,6110,,,Commercial,N/A,https://www.inf.gov.nt.ca/en/services/marine-transportation-services/2020-sailing-schedule-and-final-cargo-acceptance-dates,-110.7420298,62.40307972,,Internal Transport Canada Research
6100017,Norman Wells,Northwest Territories / Territoires du Nord-Ouest,61,Norman Wells,6102007,Northwest Territories / Territoires du Nord-Ouest,6110,,,Commercial,N/A,https://www.inf.gov.nt.ca/en/services/marine-transportation-services/2020-sailing-schedule-and-final-cargo-acceptance-dates,-126.8757121,65.27988774,,Internal Transport Canada Research
6100018,Pangnirtung,Nunavut,62,"Baffin, Unorganized",6204030,Nunavut,6210,,,,,,-65.03511111,66.14888889,,Appendix B of 1995 National Marine Policy Report
6100019,Paulatuk,Northwest Territories / Territoires du Nord-Ouest,61,Paulatuk,6101014,Northwest Territories / Territoires du Nord-Ouest,6110,,,Commercial/Leisure,N/A,https://www.inf.gov.nt.ca/en/services/marine-transportation-services/2020-sailing-schedule-and-final-cargo-acceptance-dates,-124.0628951,69.35380684,,Internal Transport Canada Research
6100020,Repulse Bay,Nunavut,62,Naujaat,6205027,Nunavut,6210,,,,,,-86.20913663,66.51293068,Slab of land potentially used for unloading cargo with transport roads attached; no dock in water,Appendix B of 1995 National Marine Policy Report
6100021,Sachs Harbour,Northwest Territories / Territoires du Nord-Ouest,61,Sachs Harbour,6101041,Northwest Territories / Territoires du Nord-Ouest,6110,,,Commercial,N/A,https://www.inf.gov.nt.ca/en/services/marine-transportation-services/2020-sailing-schedule-and-final-cargo-acceptance-dates,-125.2471653,71.98538252,,Internal Transport Canada Research
6100022,Tuktoyaktuk,Northwest Territories / Territoires du Nord-Ouest,61,Tuktoyaktuk,6101036,Northwest Territories / Territoires du Nord-Ouest,6110,,,Commercial,N/A,https://shipnext.com/port/tuktoyaktuk-catuk-can,-132.9763859,69.42447294,,Internal Transport Canada Research
6100023,Tulita,Northwest Territories / Territoires du Nord-Ouest,61,Tulita,6102005,Northwest Territories / Territoires du Nord-Ouest,6110,,,Commercial,N/A,https://www.inf.gov.nt.ca/en/services/marine-transportation-services/2020-sailing-schedule-and-final-cargo-acceptance-dates,-125.5724497,64.90105033,,Internal Transport Canada Research
6100024,Ulukhaktok,Northwest Territories / Territoires du Nord-Ouest,61,Ulukhaktok,6101095,Northwest Territories / Territoires du Nord-Ouest,6110,,,Commercial,N/A,https://www.inf.gov.nt.ca/en/services/marine-transportation-services/2020-sailing-schedule-and-final-cargo-acceptance-dates,-117.7703569,70.73666939,,Internal Transport Canada Research
6100025,Wrigley,Northwest Territories / Territoires du Nord-Ouest,61,Wrigley,6104044,Northwest Territories / Territoires du Nord-Ouest,6110,,,,,,-123.4714372,63.22519997,Slab of land potentially used for unloading cargo with transport roads attached; no dock in water,Appendix B of 1995 National Marine Policy Report
6100026,Yellowknife,Northwest Territories / Territoires du Nord-Ouest,61,Yellowknife,6106023,Northwest Territories / Territoires du Nord-Ouest,6110,Yellowknife,995,,,,-114.3544167,62.46633333,,Appendix B of 1995 National Marine Policy Report
6200001,Arctic Bay/Tununirusiq,Nunavut,62,"Baffin, Unorganized",6204030,Nunavut,6210,,,Commercial,N/A,https://www150.statcan.gc.ca/n1/pub/54-205-x/2010000/t238-eng.htm,-85.15660367,73.03338258,,Internal Transport Canada Research
6200002,Arviat/Eskimo Point,Nunavut,62,Arviat,6205015,Nunavut,6210,,,Commercial/Leisure,N/A,"https://cruiseshipopportunities.ca/en/ports/arviat/
https://www150.statcan.gc.ca/n1/pub/54-205-x/2010000/t238-eng.htm#archived",-94.05915821,61.11098992,,Internal Transport Canada Research
6200003,Baker Lake/Qamanituaq,Nunavut,62,"Keewatin, Unorganized",6205033,Nunavut,6210,,,Commercial,N/A,"https://www.gov.nu.ca/sites/default/files/fillpdf/2016_report_engsml_1.pdf
https://www150.statcan.gc.ca/n1/pub/54-205-x/2010000/t238-eng.htm",-95.95340806,64.30398786,,Internal Transport Canada Research
6200004,Broughton Island,Nunavut,62,Qikiqtarjuaq,6204010,Nunavut,6210,,,,,,-64.02595687,67.55689736,,Appendix B of 1995 National Marine Policy Report
6200005,Cambridge Bay,Nunavut,62,Cambridge Bay,6208073,Nunavut,6210,,,Commercial/Leisure,N/A,"https://cruiseweb.com/ports/departs-cambridge-bay-nunavut-canada
https://www.inf.gov.nt.ca/en/services/marine-transportation-services/2020-sailing-schedule-and-final-cargo-acceptance-dates",-105.0599429,69.11434354,,Internal Transport Canada Research
6200006,Cape Dorset/Kinngait,Nunavut,62,"Baffin, Unorganized",6204030,Nunavut,6210,,,Commercial/Leisure,N/A,"https://travelnunavut.ca/regions-of-nunavut/communities/cape-dorset/
https://www150.statcan.gc.ca/n1/pub/54-205-x/2010000/t238-eng.htm#archived",-76.54940949,64.23160373,,Internal Transport Canada Research
6200007,Chesterfield Inlet/Igluligaarjuk,Nunavut,62,Chesterfield Inlet,6205019,Nunavut,6210,,,Commercial,N/A,"https://www150.statcan.gc.ca/n1/pub/54-205-x/2010000/t238-eng.htm#archived
http://chesterfield-inlet.ca/",-90.6885054,63.33639889,,Internal Transport Canada Research
6200008,Coral Harbour/Salliq,Nunavut,62,Coral Harbour,6205014,Nunavut,6210,,,Commercial/Leisure,N/A,"https://travelnunavut.ca/regions-of-nunavut/communities/coral-harbour/
https://www150.statcan.gc.ca/n1/pub/54-205-x/2010000/t238-eng.htm#archived",-83.15985108,64.13320938,,Internal Transport Canada Research
6200009,Gjoa Haven/Oqsuqtooq,Nunavut,62,Gjoa Haven,6208081,Nunavut,6210,,,Commercial/Leisure,N/A,"https://www150.statcan.gc.ca/n1/pub/54-205-x/2010000/t238-eng.htm#archived
https://cruiseweb.com/ports/departs-gjoa-haven-nunavut",-95.87798826,68.62029892,,Internal Transport Canada Research
6200010,Grise Fiord/Aujuittuq,Nunavut,62,Grise Fiord,6204025,Nunavut,6210,,,Commercial/Leisure,N/A,"https://www150.statcan.gc.ca/n1/pub/54-205-x/2010000/t238-eng.htm#archived
https://cruiseshipopportunities.ca/en/ports/aujuittuq-grise-fiord/",-82.9089829,76.41896599,,Internal Transport Canada Research
6200011,Kimmirut,Nunavut,62,"Baffin, Unorganized",6204030,Nunavut,6210,,,Commercial/Leisure,N/A,https://shipnext.com/port/iqaluit-caiql-can,-69.88397427,62.83693474,,Internal Transport Canada Research
6200012,Kuglugtuk/Coppermine,Nunavut,62,Kugluktuk,6208059,Nunavut,6210,,,Commercial,N/A,https://www.inf.gov.nt.ca/en/services/marine-transportation-services/2020-sailing-schedule-and-final-cargo-acceptance-dates,-115.1344256,67.82507597,,Internal Transport Canada Research
6200013,Milne Inlet,Nunavut,62,"Baffin, Unorganized",6204030,Nunavut,6210,,,Commercial,"Ore, bulk cargo","https://www.gov.nu.ca/sites/default/files/fillpdf/2016_report_engsml_1.pdf
https://www.baffinland.com/operation/mary-river-mine/",-80.90544283,71.88807827,,Internal Transport Canada Research
6200014,Nanisivik,Nunavut,62,"Baffin, Unorganized",6204030,Nunavut,6210,,,Commercial,N/A,"This port is still currently under construction, but is used to deliver supplies.
https://www.canada.ca/en/news/archive/2015/07/canada-north-nanisivik-naval-facility.html",-84.54735584,73.06997147,,Internal Transport Canada Research
6200015,Pond Inlet,Nunavut,62,Pond Inlet,6204020,Nunavut,6210,,,Commercial/Leisure,N/A,"https://www150.statcan.gc.ca/n1/pub/54-205-x/2010000/t238-eng.htm#archived
https://cruiseweb.com/ports/departs-pond-inlet-nunavut-canada",-77.97220433,72.69891896,,Internal Transport Canada Research
6200016,Rankin Inlet,Nunavut,62,"Keewatin, Unorganized",6205033,Nunavut,6210,,,Commercial,Bulk cargo,https://www.gov.nu.ca/sites/default/files/fillpdf/2016_report_engsml_1.pdf,-92.09186497,62.79894059,,Internal Transport Canada Research
6200017,Resolute Bay,Nunavut,62,Resolute,6204022,Nunavut,6210,,,Commercial/Leisure,N/A,"https://www150.statcan.gc.ca/n1/pub/54-205-x/2010000/t238-eng.htm#archived
https://cruiseshipopportunities.ca/en/ports/resolute/",-94.89162826,74.68573128,,Internal Transport Canada Research
6200018,Roche Bay,Nunavut,62,"Baffin, Unorganized",6204030,Nunavut,6210,,,Commercial,Iron,"https://www150.statcan.gc.ca/n1/pub/54-205-x/2010000/t238-eng.htm#archived
http://www.rochebay.com/",-82.57411588,68.5094994,,Internal Transport Canada Research
6200019,Taloyoak/Spence Bay,Nunavut,62,Taloyoak,6208087,Nunavut,6210,,,Commercial/Leisure,N/A,"https://www150.statcan.gc.ca/n1/pub/54-205-x/2010000/t238-eng.htm#archived
https://travelnunavut.ca/regions-of-nunavut/communities/taloyoak/",-93.53160388,69.53467888,,Internal Transport Canada Research
6200020,Whale Cove ,Nunavut,62,Whale Cove,6205016,Nunavut,6210,,,Commercial/Leisure,N/A,"https://travelnunavut.ca/regions-of-nunavut/communities/whale-cove/
https://www150.statcan.gc.ca/n1/pub/54-205-x/2010000/t238-eng.htm#archived",-92.56981631,62.17090009,,Internal Transport Canada Research
